contrato_id,data_venda,modalidade_contrato,plano,visita
119111,2025-02-01,pessoa física,"plano light - r$246,00",Livance - Alphaville
119057,2025-02-01,pessoa física,"plano light anual - r$178,00",Livance - Market Place
118648,2025-02-01,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
118638,2025-02-01,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
118561,2025-02-01,pessoa física,"plano anual - r$246,00",Livance - Santos Flex
118180,2025-02-01,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
115049,2025-02-01,pessoa física,"plano anual - r$246,00",Livance - Itaim
116928,2025-02-02,pessoa física,"plano light anual - r$178,00",Visita Virtual
99002,2025-02-02,pessoa física,"plano start - r$148,00",Livance - Market Place
119595,2025-02-03,pessoa física,"plano light - r$246,00",Sem Visita
119249,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
118987,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Alphaville
118949,2025-02-03,pessoa física,"plano light - r$246,00",Livance - Itaim
118891,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Botafogo
118571,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
118362,2025-02-03,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
118047,2025-02-03,pessoa física,"plano mensal - r$346,00",Livance - Santos Flex
117851,2025-02-03,pessoa jurídica,"plano mensal - r$296,00",Livance - Angélica
117560,2025-02-03,pessoa física,"plano light - r$246,00",Livance - Brigadeiro
117522,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
117298,2025-02-03,pessoa física,"plano mensal - r$346,00",Visita Virtual
116585,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Vila Olímpia
115734,2025-02-03,pessoa física,"plano anual - r$246,00",Livance - Vila Olímpia
115496,2025-02-03,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
114539,2025-02-03,pessoa física,"plano mensal - r$346,00",Livance - Pinheiros
113875,2025-02-03,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
110746,2025-02-03,pessoa física,"plano light - r$246,00",Livance - Botafogo
110622,2025-02-03,pessoa física,"plano light anual - r$178,00",Visita Virtual
86767,2025-02-03,pessoa física,"plano light anual - r$178,00",Visita Virtual
119858,2025-02-04,pessoa física,"plano anual - r$246,00",Sem Visita
119817,2025-02-04,pessoa jurídica,"plano mensal - r$346,00",Sem Visita
119797,2025-02-04,pessoa física,"plano light - r$246,00",Sem Visita
119790,2025-02-04,pessoa física,"plano anual - r$246,00",Visita Virtual
119757,2025-02-04,pessoa física,"plano anual - r$246,00",Sem Visita
119678,2025-02-04,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
119370,2025-02-04,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
119220,2025-02-04,pessoa física,"plano light anual - r$178,00",Livance - Santos Flex
119175,2025-02-04,pessoa física,"plano anual - r$246,00",Livance - Perdizes
118978,2025-02-04,pessoa física,"plano light anual - r$178,00",Sem Visita
118885,2025-02-04,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
118601,2025-02-04,pessoa física,"plano anual - r$246,00",Livance - Santos
118160,2025-02-04,pessoa física,"plano mensal - r$346,00",Livance - Vila Mariana
117896,2025-02-04,pessoa física,"plano anual - r$246,00",Visita Virtual
117570,2025-02-04,pessoa física,"plano light anual - r$178,00",Livance - Market Place
117374,2025-02-04,pessoa física,"plano light anual - r$178,00",Livance - Angélica
117096,2025-02-04,pessoa física,"plano mensal - r$346,00",Livance - Santos
112158,2025-02-04,pessoa jurídica,"plano anual - r$246,00",Visita Virtual
110883,2025-02-04,pessoa física,"plano light - r$246,00",Livance - Paulista
107113,2025-02-04,pessoa física,"plano anual - r$246,00",Livance - Santos
83808,2025-02-04,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro Psico
53329,2025-02-04,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
120094,2025-02-05,pessoa física,"plano anual - r$246,00",Sem Visita
120039,2025-02-05,pessoa física,"plano anual - r$246,00",Livance - Botafogo
119792,2025-02-05,pessoa física,"plano light anual - r$178,00",Livance - Santo André Psico
119540,2025-02-05,pessoa física,"plano light - r$246,00",Livance - Itaim
119319,2025-02-05,pessoa física,"plano anual - r$246,00",Visita Virtual
119290,2025-02-05,pessoa física,"plano anual - r$246,00",Visita Virtual
119247,2025-02-05,pessoa física,"plano light - r$246,00",Visita Virtual
119168,2025-02-05,pessoa física,"plano light - r$246,00",Livance - Botafogo
118969,2025-02-05,pessoa física,"plano anual - r$246,00",Livance - Angélica
118923,2025-02-05,pessoa física,"plano start - r$148,00",Livance - Botafogo
118764,2025-02-05,pessoa física,"plano light anual - r$178,00",Visita Virtual
117221,2025-02-05,pessoa física,"plano anual - r$246,00",Visita Virtual
92064,2025-02-05,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
91598,2025-02-05,pessoa física,"plano anual - r$246,00",Sem Visita
120292,2025-02-06,pessoa física,"plano anual - r$246,00",Sem Visita
119981,2025-02-06,pessoa física,"plano mensal - r$346,00",Livance - Santo André
119975,2025-02-06,pessoa física,"plano start - r$148,00",Livance - Campinas
119886,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
119877,2025-02-06,pessoa jurídica,"plano anual - r$246,00",Sem Visita
119864,2025-02-06,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
119850,2025-02-06,pessoa física,"plano mensal - r$346,00",Livance - Campinas
119621,2025-02-06,pessoa física,"plano light anual - r$178,00",Visita Virtual
119248,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro Psico
118578,2025-02-06,pessoa física,"plano light - r$246,00",Sem Visita
118407,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Botafogo
117444,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
117252,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Angélica
116757,2025-02-06,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
115892,2025-02-06,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro
115453,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Botafogo
110291,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
102620,2025-02-06,pessoa física,"plano anual - r$246,00",Livance - Paulista
91013,2025-02-06,pessoa física,"plano light anual - r$178,00",Livance - Market Place
44339,2025-02-06,pessoa física,"plano mensal - r$346,00",Livance - Pinheiros
120455,2025-02-07,pessoa física,"plano light - r$246,00",Sem Visita
120409,2025-02-07,pessoa física,"plano light anual - r$178,00",Sem Visita
120407,2025-02-07,pessoa jurídica,"plano mensal - r$346,00",Sem Visita
120386,2025-02-07,pessoa física,"plano light anual - r$178,00",Livance - Santos
120382,2025-02-07,pessoa física,"plano light anual - r$178,00",Sem Visita
120263,2025-02-07,pessoa física,"plano light anual - r$178,00",Livance - Vila Madalena
120187,2025-02-07,pessoa jurídica,"plano anual - r$246,00",Sem Visita
119808,2025-02-07,pessoa física,"plano mensal - r$346,00",Livance - Alphaville
119717,2025-02-07,pessoa física,"plano mensal - r$346,00",Livance - Tatuapé
119366,2025-02-07,pessoa física,"plano anual - r$246,00",Livance - Santo André Psico
119047,2025-02-07,pessoa física,"plano start - r$148,00",Livance - Botafogo
118420,2025-02-07,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
118019,2025-02-07,pessoa física,"plano light anual - r$178,00",Sem Visita
117925,2025-02-07,pessoa física,"plano light - r$246,00",Livance - Perdizes
112519,2025-02-07,pessoa física,"plano light anual - r$178,00",Visita Virtual
111341,2025-02-07,pessoa física,"plano anual - r$246,00",Livance - Santos
92373,2025-02-07,pessoa jurídica,"plano anual - r$246,00",Livance - Angélica
76329,2025-02-07,pessoa física,"plano light - r$246,00",Livance - Market Place
42944,2025-02-07,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
120575,2025-02-08,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro 2
120460,2025-02-08,pessoa física,"plano anual - r$246,00",Livance - Perdizes
120109,2025-02-08,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
120047,2025-02-08,pessoa física,"plano anual - r$246,00",Livance - Paulista
120011,2025-02-08,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
119096,2025-02-08,pessoa física,"plano mensal - r$346,00",Livance - Santos
118887,2025-02-08,pessoa física,"plano anual - r$246,00",Livance - Campinas
118389,2025-02-08,pessoa física,"plano light anual - r$178,00",Livance - Alphaville
116705,2025-02-09,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
120975,2025-02-10,pessoa física,"plano mensal - r$346,00",Sem Visita
120835,2025-02-10,pessoa jurídica,"plano anual - r$246,00",Sem Visita
120782,2025-02-10,pessoa física,"plano light anual - r$178,00",Livance - Campinas
120583,2025-02-10,pessoa física,"plano anual - r$246,00",Sem Visita
120559,2025-02-10,pessoa física,"plano anual - r$246,00",Sem Visita
120433,2025-02-10,pessoa física,"plano anual - r$246,00",Livance - Santos Flex
120254,2025-02-10,pessoa jurídica,"plano light - r$148,00",Livance - Campinas
120090,2025-02-10,pessoa física,"plano light anual - r$178,00",Sem Visita
120088,2025-02-10,pessoa física,"plano light anual - r$178,00",Sem Visita
120022,2025-02-10,pessoa jurídica,"plano light anual - r$123,00",Sem Visita
119859,2025-02-10,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
119586,2025-02-10,pessoa física,"plano mensal - r$346,00",Livance - Market Place
119181,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Paulista
119159,2025-02-10,pessoa física,"plano light anual - r$178,00",Livance - Paulista
118792,2025-02-10,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
118755,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
117687,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
117686,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Tatuapé
115604,2025-02-10,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
115439,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Brigadeiro 2
115375,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Pinheiros
113765,2025-02-10,pessoa física,"plano light - r$246,00",Livance - Campinas
113097,2025-02-10,pessoa física,"plano light anual - r$178,00",Livance - Alphaville
106949,2025-02-10,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
95926,2025-02-10,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
95429,2025-02-10,pessoa física,"plano anual - r$246,00",Visita Virtual
86174,2025-02-10,pessoa física,"plano light anual - r$178,00",Livance - Santo André Psico
85257,2025-02-10,pessoa física,"plano anual - r$246,00",Livance - Campinas
121150,2025-02-11,pessoa jurídica,"plano light anual - r$178,00",Sem Visita
121061,2025-02-11,pessoa jurídica,"plano mensal - r$296,00",Livance - Paulista
121035,2025-02-11,pessoa física,"plano mensal - r$346,00",Sem Visita
120946,2025-02-11,pessoa física,"plano light - r$246,00",Livance - Brigadeiro 2
120630,2025-02-11,pessoa física,"plano light anual - r$178,00",Visita Virtual
120483,2025-02-11,pessoa física,"plano anual - r$246,00",Sem Visita
120389,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Santo André Psico
120076,2025-02-11,pessoa jurídica,"plano mensal - r$296,00",Livance - Paulista
120034,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Vila Olímpia
119966,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Paulista
119436,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Perdizes
119095,2025-02-11,pessoa física,"plano light anual - r$178,00",Sem Visita
119010,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro Psico
118871,2025-02-11,pessoa física,"plano light - r$246,00",Livance - Santos
118762,2025-02-11,pessoa física,"plano mensal - r$346,00",Livance - Brigadeiro Psico
117675,2025-02-11,pessoa física,"plano light - r$246,00",Livance - Vila Madalena
117360,2025-02-11,pessoa física,"plano anual - r$246,00",Visita Virtual
116192,2025-02-11,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
114573,2025-02-11,pessoa física,"plano mensal - r$346,00",Livance - Barra da Tijuca
109824,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Perdizes
106830,2025-02-11,pessoa física,"plano mensal - r$346,00",Visita Virtual
104323,2025-02-11,pessoa física,"plano light - r$246,00",Livance - Campinas
95561,2025-02-11,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
92715,2025-02-11,pessoa física,"plano mensal - r$346,00",Livance - Brigadeiro
87225,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Paulista
85022,2025-02-11,pessoa física,"plano anual - r$246,00",Visita Virtual
79669,2025-02-11,pessoa jurídica,"plano mensal - r$296,00",Livance - Botafogo
63759,2025-02-11,pessoa física,"plano anual - r$246,00",Livance - Campinas
121406,2025-02-12,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
121366,2025-02-12,pessoa física,"plano light anual - r$178,00",Sem Visita
121345,2025-02-12,pessoa física,"plano light anual - r$178,00",Sem Visita
121321,2025-02-12,pessoa física,"plano mensal - r$346,00",Sem Visita
121310,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
121308,2025-02-12,pessoa física,"plano anual - r$246,00",Sem Visita
121304,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Campinas
121089,2025-02-12,pessoa física,"plano light - r$246,00",Livance - Paulista
120747,2025-02-12,pessoa física,"plano light - r$246,00",Livance - Perdizes
120606,2025-02-12,pessoa física,"plano light - r$246,00",Livance - Pinheiros
120439,2025-02-12,pessoa física,"plano mensal - r$346,00",Livance - Paulista
119909,2025-02-12,pessoa física,"plano mensal - r$346,00",Livance - Tatuapé
119892,2025-02-12,pessoa física,"plano light - r$246,00",Livance - Botafogo
119765,2025-02-12,pessoa física,"plano anual - r$246,00",Livance - Perdizes
119521,2025-02-12,pessoa física,"plano light - r$246,00",Livance - Santos
119509,2025-02-12,pessoa física,"plano anual - r$246,00",Visita Virtual
119412,2025-02-12,pessoa jurídica,"plano mensal - r$296,00",Livance - Botafogo
119245,2025-02-12,pessoa física,"plano anual - r$246,00",Visita Virtual
118960,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Santo André
118299,2025-02-12,pessoa física,"plano anual - r$246,00",Livance - Santo André Psico
117682,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Market Place
117508,2025-02-12,pessoa física,"plano light - r$246,00",Visita Virtual
116923,2025-02-12,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
115909,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Santo André
115821,2025-02-12,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
108893,2025-02-12,pessoa física,"plano light - r$246,00",Sem Visita
107460,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Vila Olímpia
97979,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
97743,2025-02-12,pessoa física,"plano anual - r$246,00",Visita Virtual
94433,2025-02-12,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
121661,2025-02-13,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
121425,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
121403,2025-02-13,pessoa jurídica,"plano light anual - r$178,00",Livance - Alphaville
121273,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Perdizes
121033,2025-02-13,pessoa física,"plano light - r$246,00",Livance - Brigadeiro
120945,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Perdizes
120942,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
120522,2025-02-13,pessoa física,"plano light anual - r$178,00",Livance - Santo André Psico
120508,2025-02-13,pessoa física,"plano light - r$246,00",Livance - Market Place
120325,2025-02-13,pessoa física,"plano light anual - r$178,00",Livance - Paulista
119825,2025-02-13,pessoa física,"plano light anual - r$178,00",Livance - Vila Olímpia
119516,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
118948,2025-02-13,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
118514,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Angélica
116747,2025-02-13,pessoa física,"plano anual - r$246,00",Sem Visita
116035,2025-02-13,pessoa física,"plano mensal - r$346,00",Livance - Alphaville
115558,2025-02-13,pessoa física,"plano light - r$246,00",Livance - Campinas
115473,2025-02-13,pessoa física,"plano anual - r$246,00",Visita Virtual
114296,2025-02-13,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
113397,2025-02-13,pessoa física,"plano mensal - r$346,00",Livance - Market Place
113210,2025-02-13,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
111720,2025-02-13,pessoa física,"plano anual - r$246,00",Livance - Paulista
121867,2025-02-14,pessoa física,"plano light anual - r$178,00",Livance - Paulista
121695,2025-02-14,pessoa física,"plano light anual - r$178,00",Sem Visita
121626,2025-02-14,pessoa física,"plano anual - r$246,00",Livance - Alphaville
121511,2025-02-14,pessoa física,"plano light - r$246,00",Sem Visita
121505,2025-02-14,pessoa jurídica,"plano light - r$148,00",Livance - Santos
121452,2025-02-14,pessoa física,"plano light anual - r$178,00",Livance - Santo André
121184,2025-02-14,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
121008,2025-02-14,pessoa física,"plano anual - r$246,00",Sem Visita
120775,2025-02-14,pessoa física,"plano light - r$246,00",Livance - Brigadeiro Psico
120751,2025-02-14,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
120729,2025-02-14,pessoa física,"plano anual - r$246,00",Livance - Itaim
120479,2025-02-14,pessoa física,"plano light - r$246,00",Livance - Botafogo
120215,2025-02-14,pessoa física,"plano light - r$246,00",Livance - Botafogo
119625,2025-02-14,pessoa física,"plano light - r$246,00",Livance - Tatuapé
119372,2025-02-14,pessoa física,"plano light - r$246,00",Sem Visita
119325,2025-02-14,pessoa física,"plano mensal - r$346,00",Livance - Market Place
119127,2025-02-14,pessoa física,"plano anual - r$246,00",Livance - Paulista
117438,2025-02-14,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
117253,2025-02-14,pessoa física,"plano light anual - r$178,00",Livance - Angélica
109817,2025-02-14,pessoa jurídica,"plano anual - r$246,00",Livance - Vila Mariana
108067,2025-02-14,pessoa física,"plano anual - r$246,00",Livance - Santo André Psico
106621,2025-02-14,pessoa física,"plano mensal - r$346,00",Livance - Barra da Tijuca
106604,2025-02-14,pessoa física,"plano light anual - r$178,00",Livance - Pinheiros
121598,2025-02-15,pessoa física,"plano light - r$246,00",Livance - Campinas
120430,2025-02-15,pessoa física,"plano light - r$246,00",Livance - Paulista
120053,2025-02-15,pessoa física,"plano light - r$246,00",Livance - Campinas
119584,2025-02-15,pessoa física,"plano anual - r$246,00",Livance - Perdizes
119314,2025-02-15,pessoa jurídica,"plano mensal - r$296,00",Livance - Pinheiros
122025,2025-02-16,pessoa física,"plano mensal - r$346,00",Sem Visita
56240,2025-02-16,pessoa física,"plano anual - r$246,00",Livance - Santos
122300,2025-02-17,pessoa física,"plano light anual - r$178,00",Sem Visita
122237,2025-02-17,pessoa jurídica,"plano light anual - r$178,00",Sem Visita
122195,2025-02-17,pessoa física,"plano anual - r$246,00",Sem Visita
122173,2025-02-17,pessoa física,"plano light anual - r$178,00",Sem Visita
122055,2025-02-17,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
121914,2025-02-17,pessoa física,"plano light anual - r$178,00",Livance - Botafogo
121910,2025-02-17,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
121847,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
121796,2025-02-17,pessoa física,"plano light anual - r$178,00",Livance - Market Place
121635,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Santo André
121568,2025-02-17,pessoa física,"plano mensal - r$346,00",Livance - Brigadeiro Psico
121311,2025-02-17,pessoa física,"plano mensal - r$346,00",Sem Visita
120885,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
120421,2025-02-17,pessoa física,"plano light - r$246,00",Livance - Pinheiros
120168,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Perdizes
120046,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
120001,2025-02-17,pessoa física,"plano mensal - r$346,00",Livance - Vila Olímpia
119704,2025-02-17,pessoa jurídica,"plano mensal - r$346,00",Livance - Paulista
119604,2025-02-17,pessoa física,"plano anual - r$246,00",Sem Visita
119574,2025-02-17,pessoa física,"plano light anual - r$178,00",Sem Visita
119418,2025-02-17,pessoa física,"plano light - r$246,00",Livance - Campinas
119012,2025-02-17,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
118589,2025-02-17,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro Psico
118497,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro Psico
118399,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Santo André
117486,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
108146,2025-02-17,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
106837,2025-02-17,pessoa física,"plano mensal - r$346,00",Sem Visita
101858,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro 2
97381,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Perdizes
69030,2025-02-17,pessoa física,"plano anual - r$246,00",Sem Visita
52012,2025-02-17,pessoa física,"plano anual - r$246,00",Livance - Paulista
122548,2025-02-18,pessoa física,"plano light - r$246,00",Livance - Brigadeiro Psico
122489,2025-02-18,pessoa física,"plano anual - r$246,00",Livance - Campinas
122392,2025-02-18,pessoa física,"plano light anual - r$178,00",Sem Visita
122338,2025-02-18,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
122268,2025-02-18,pessoa física,"plano mensal - r$346,00",Livance - Alphaville
122210,2025-02-18,pessoa física,"plano light - r$246,00",Sem Visita
121803,2025-02-18,pessoa jurídica,"plano anual - r$246,00",Sem Visita
121800,2025-02-18,pessoa física,"plano light - r$246,00",Livance - Barra da Tijuca
121553,2025-02-18,pessoa física,"plano mensal - r$346,00",Livance - Santos Flex
121434,2025-02-18,pessoa física,"plano anual - r$246,00",Sem Visita
120908,2025-02-18,pessoa física,"plano light anual - r$178,00",Livance - Vila Mariana
120010,2025-02-18,pessoa física,"plano start - r$148,00",Livance - Tatuapé
118360,2025-02-18,pessoa física,"plano mensal - r$346,00",Visita Virtual
118325,2025-02-18,pessoa física,"plano anual - r$246,00",Livance - Tatuapé
117938,2025-02-18,pessoa física,"plano anual - r$246,00",Livance - Campinas
110708,2025-02-18,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
107538,2025-02-18,pessoa física,"plano light anual - r$178,00",Sem Visita
88619,2025-02-18,pessoa física,"plano anual - r$246,00",Livance - Paulista
73822,2025-02-18,pessoa física,"plano anual - r$246,00",Visita Virtual
122647,2025-02-19,pessoa física,"plano mensal - r$346,00",Sem Visita
122626,2025-02-19,pessoa física,"plano light - r$246,00",Sem Visita
122596,2025-02-19,pessoa física,"plano light anual - r$178,00",Sem Visita
122595,2025-02-19,pessoa física,"plano mensal - r$346,00",Sem Visita
122549,2025-02-19,pessoa física,"plano light - r$246,00",Livance - Tatuapé
122453,2025-02-19,pessoa física,"plano light - r$246,00",Livance - Vila Madalena
122083,2025-02-19,pessoa física,"plano mensal - r$346,00",Livance - Barra da Tijuca
121882,2025-02-19,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
121785,2025-02-19,pessoa física,"plano anual - r$246,00",Livance - Market Place
121767,2025-02-19,pessoa física,"plano mensal - r$346,00",Livance - Barra da Tijuca
121650,2025-02-19,pessoa física,"plano anual - r$246,00",Livance - Brigadeiro Psico
121545,2025-02-19,pessoa física,"plano light anual - r$178,00",Livance - Campinas
120897,2025-02-19,pessoa física,"plano light anual - r$178,00",Livance - Vila Madalena
117745,2025-02-19,pessoa física,"plano anual - r$246,00",Sem Visita
113848,2025-02-19,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
106820,2025-02-19,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
101941,2025-02-19,pessoa física,"plano light - r$246,00",Livance - Pinheiros
122918,2025-02-20,pessoa física,"plano anual - r$246,00",Livance - Perdizes
122850,2025-02-20,pessoa jurídica,"plano mensal - r$346,00",Sem Visita
122848,2025-02-20,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
122806,2025-02-20,pessoa física,"plano light anual - r$178,00",Sem Visita
122573,2025-02-20,pessoa física,"plano light anual - r$178,00",Livance - Santo André
122346,2025-02-20,pessoa física,"plano anual - r$246,00",Livance - Barra da Tijuca
122301,2025-02-20,pessoa física,"plano mensal - r$346,00",Livance - Vila Mariana
122278,2025-02-20,pessoa física,"plano anual - r$246,00",Sem Visita
122231,2025-02-20,pessoa física,"plano anual - r$246,00",Livance - Angélica
122201,2025-02-20,pessoa física,"plano anual - r$246,00",Livance - Santo André
122187,2025-02-20,pessoa física,"plano light - r$246,00",Visita Virtual
121894,2025-02-20,pessoa jurídica,"plano anual - r$246,00",Sem Visita
121862,2025-02-20,pessoa física,"plano mensal - r$346,00",Sem Visita
121662,2025-02-20,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
121474,2025-02-20,pessoa física,"plano mensal - r$346,00",Livance - Santos Flex
121256,2025-02-20,pessoa física,"plano light anual - r$178,00",Livance - Tatuapé
119065,2025-02-20,pessoa física,"plano anual - r$246,00",Livance - Vila Madalena
118346,2025-02-20,pessoa física,"plano light - r$246,00",Visita Virtual
118001,2025-02-20,pessoa física,"plano light anual - r$178,00",Livance - Campinas
116394,2025-02-20,pessoa física,"plano anual - r$246,00",Livance - Alphaville
108771,2025-02-20,pessoa física,"plano light - r$246,00",Livance - Market Place
85280,2025-02-20,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro Psico
78220,2025-02-20,pessoa física,"plano light - r$246,00",Livance - Vila Mariana
122878,2025-02-21,pessoa física,"plano anual - r$246,00",Sem Visita
122723,2025-02-21,pessoa física,"plano anual - r$246,00",Livance - Santo André
122481,2025-02-21,pessoa física,"plano anual - r$246,00",Livance - Santo André
122348,2025-02-21,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
122293,2025-02-21,pessoa jurídica,"plano anual - r$246,00",Livance - Santo André
122131,2025-02-21,pessoa física,"plano light anual - r$178,00",Livance - Market Place
121658,2025-02-21,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro 2
121217,2025-02-21,pessoa jurídica,"plano light - r$246,00",Livance - Perdizes
120810,2025-02-21,pessoa física,"plano light anual - r$178,00",Visita Virtual
120459,2025-02-21,pessoa física,"plano anual - r$246,00",Livance - Santos Flex
118566,2025-02-21,pessoa física,"plano anual - r$246,00",Livance - Pinheiros
117856,2025-02-21,pessoa física,"plano light anual - r$178,00",Livance - Barra da Tijuca
117640,2025-02-21,pessoa física,"plano anual - r$246,00",Livance - Vila Mariana
117561,2025-02-21,pessoa física,"plano mensal - r$346,00",Livance - Tatuapé
117451,2025-02-21,pessoa física,"plano mensal - r$346,00",Livance - Botafogo
115061,2025-02-21,pessoa física,"plano anual - r$246,00",Livance - Perdizes
113117,2025-02-21,pessoa física,"plano light - r$246,00",Livance - Botafogo
101327,2025-02-21,pessoa física,"plano start - r$148,00",Livance - Botafogo
98001,2025-02-21,pessoa física,"plano light anual - r$178,00",Livance - Brigadeiro 2
97415,2025-02-21,pessoa física,"plano mensal - r$346,00",Sem Visita
96486,2025-02-21,pessoa física,"plano light - r$246,00",Livance - Santo André Psico
123058,2025-02-22,pessoa jurídica,"plano mensal - r$296,00",Sem Visita
122747,2025-02-22,pessoa física,"plano light anual - r$178,00",Livance - Perdizes
